sentence #,pattern,benefit_type,requirement_text,word,POS,tags
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,to,TO,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,be,VB,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,seen,VBN,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,by,IN,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,a,DT,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,participating,VBG,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,provider,NN,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,or,CC,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,out,IN,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,of,IN,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,the,DT,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,plan's,NN,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,service,NN,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,area,NN,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,and,CC,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,within,IN,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,the,DT,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,United,NNP,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,States,NNPS,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,or,CC,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,U.S.,NNP,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,territories,NNS,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,including,VBG,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,Puerto,NNP,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,Rico,NNP,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,the,DT,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,U.S.,NNP,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,Virgin,NNP,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,Islands,NNP,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,Guam,NNP,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,American,NNP,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,Samoa,NNP,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,and,CC,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,the,DT,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,Northern,NNP,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,Mariana,NNP,O
sentence 97,"1) Medicare covered services within the United States or U.S. territories include:  Urgent/emergent services needed while the member is within the plan's service area and unable to be seen by a participating provider, or out of the plan's service area and within the United States or U.S. territories (including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands).",OCOA,Out of Area/Out of Country,Islands,NNP,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,2),CD,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,Medicare,NNP,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,covered,VBD,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,services,NNS,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,outside,IN,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,the,DT,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,United,NNP,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,States,NNPS,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,or,CC,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,U.S.,NNP,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,territories,NNS,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,include,VBP,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,in,IN,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,rare,JJ,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,cases,NNS,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,inpatient,JJ,B_INCLUSION
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,hospital,NN,I_INCLUSION
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,services,NNS,I_INCLUSION
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,received,VBN,I_INCLUSION
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,in,IN,I_INCLUSION
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,Canada,NNP,I_INCLUSION
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,or,CC,I_INCLUSION
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,Mexico,NNP,I_INCLUSION
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,if,IN,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,they,PRP,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,meet,VBP,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,the,DT,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,following,NN,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,-,:,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,The,DT,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,member,NN,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,is,VBZ,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,in,IN,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,the,DT,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,United,NNP,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,States,NNPS,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,when,WRB,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,a,DT,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,medical,JJ,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,emergency,NN,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,occurs,NNS,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,and,CC,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,the,DT,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,Canadian,NNP,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,or,CC,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,Mexican,NNP,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,hospital,NN,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,is,VBZ,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,closer,JJR,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,than,IN,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,the,DT,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,nearest,JJS,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,U.S.,NNP,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,hospital,NN,O
sentence 98,"2) Medicare covered services outside the United States or U.S. territories include, in rare cases, inpatient hospital services received in Canada or Mexico if they meet the following:
    - The member is in the United States when a medical emergency occurs and the Canadian or Mexican hospital is closer than the nearest U.S. hospital that can treat the emergency.",OCOA,Out of Area/Out of Country,that,WDT,O
